Primer	Reference	Start	End
Δ2KNS4B_R	GCF_000871845.1_ViralProj20183_genomic	7550	7576
D1_F	GCF_000862125.1_ViralProj15306_genomic	1	24
D1_F	GCF_000865065.1_ViralProj15599_genomic	1	24
D1_F	GCF_000866625.1_ViralProj15598_genomic	1	24
D1_F	GCF_000871845.1_ViralProj20183_genomic	1	24
D1-TS1_R	GCF_000862125.1_ViralProj15306_genomic	323	341
D1-TS1_R	GCF_000865065.1_ViralProj15599_genomic	620	638
D1-TS1_R	GCF_000866625.1_ViralProj15598_genomic	6102	6120
D1-TS1_R	GCF_000871845.1_ViralProj20183_genomic	9356	9374
Pan-DENV_F	GCF_000862125.1_ViralProj15306_genomic	10589	10611
Pan-DENV_F	GCF_000865065.1_ViralProj15599_genomic	10505	10527
Pan-DENV_F	GCF_000866625.1_ViralProj15598_genomic	10563	10585
Pan-DENV_F	GCF_000871845.1_ViralProj20183_genomic	10578	10600
Pan-DENV_R	GCF_000862125.1_ViralProj15306_genomic	10678	10699
Pan-DENV_R	GCF_000865065.1_ViralProj15599_genomic	10592	10613
Pan-DENV_R	GCF_000866625.1_ViralProj15598_genomic	10650	10671
Pan-DENV_R	GCF_000871845.1_ViralProj20183_genomic	10666	10687
Env_F	GCF_000862125.1_ViralProj15306_genomic	1231	1251
Env_F	GCF_000865065.1_ViralProj15599_genomic	1235	1255
Env_F	GCF_000866625.1_ViralProj15598_genomic	1231	1251
Env_F	GCF_000871845.1_ViralProj20183_genomic	1233	1253
Env_R	GCF_000862125.1_ViralProj15306_genomic	1721	1741
Env_R	GCF_000865065.1_ViralProj15599_genomic	1725	1745
Env_R	GCF_000866625.1_ViralProj15598_genomic	1715	1735
Env_R	GCF_000871845.1_ViralProj20183_genomic	1723	1743
NS2A_F	GCF_000862125.1_ViralProj15306_genomic	3126	3149
NS2A_F	GCF_000865065.1_ViralProj15599_genomic	6529	6552
NS2A_F	GCF_000866625.1_ViralProj15598_genomic	7320	7343
NS2A_F	GCF_000871845.1_ViralProj20183_genomic	3632	3655
NS2A_R	GCF_000862125.1_ViralProj15306_genomic	8528	8551
NS2A_R	GCF_000865065.1_ViralProj15599_genomic	8644	8667
NS2A_R	GCF_000866625.1_ViralProj15598_genomic	1078	1101
NS2A_R	GCF_000871845.1_ViralProj20183_genomic	3813	3836
DNS2_F	GCF_000862125.1_ViralProj15306_genomic	3369	3386
DNS2_F	GCF_000865065.1_ViralProj15599_genomic	680	697
DNS2_F	GCF_000866625.1_ViralProj15598_genomic	6070	6087
DNS2_F	GCF_000871845.1_ViralProj20183_genomic	275	292
NS2A-minus_R	GCF_000862125.1_ViralProj15306_genomic	548	565
NS2A-minus_R	GCF_000865065.1_ViralProj15599_genomic	3325	3342
NS2A-minus_R	GCF_000866625.1_ViralProj15598_genomic	8598	8615
NS2A-minus_R	GCF_000871845.1_ViralProj20183_genomic	3938	3955
Actin_F	GCF_000862125.1_ViralProj15306_genomic	9847	9866
Actin_F	GCF_000865065.1_ViralProj15599_genomic	2893	2912
Actin_F	GCF_000866625.1_ViralProj15598_genomic	1418	1437
Actin_F	GCF_000871845.1_ViralProj20183_genomic	6469	6488
Actin_R	GCF_000862125.1_ViralProj15306_genomic	3776	3795
Actin_R	GCF_000865065.1_ViralProj15599_genomic	10055	10074
Actin_R	GCF_000866625.1_ViralProj15598_genomic	7550	7569
Actin_R	GCF_000871845.1_ViralProj20183_genomic	10219	10238
Forward_F	GCF_000862125.1_ViralProj15306_genomic	7814	7835
Forward_F	GCF_000865065.1_ViralProj15599_genomic	7803	7824
Forward_F	GCF_000866625.1_ViralProj15598_genomic	7805	7826
Forward_F	GCF_000871845.1_ViralProj20183_genomic	7810	7831
Reverse_R	GCF_000862125.1_ViralProj15306_genomic	2762	2783
Reverse_R	GCF_000865065.1_ViralProj15599_genomic	2766	2787
Reverse_R	GCF_000866625.1_ViralProj15598_genomic	2756	2777
Reverse_R	GCF_000871845.1_ViralProj20183_genomic	2764	2785
Forward_F	GCF_000862125.1_ViralProj15306_genomic	8161	8182
Forward_F	GCF_000865065.1_ViralProj15599_genomic	4588	4609
Forward_F	GCF_000866625.1_ViralProj15598_genomic	8152	8173
Forward_F	GCF_000871845.1_ViralProj20183_genomic	2699	2720
Reverse_R	GCF_000862125.1_ViralProj15306_genomic	2816	2835
Reverse_R	GCF_000865065.1_ViralProj15599_genomic	2820	2839
Reverse_R	GCF_000866625.1_ViralProj15598_genomic	3417	3436
Reverse_R	GCF_000871845.1_ViralProj20183_genomic	2818	2837
Forward_F	GCF_000866625.1_ViralProj15598_genomic	2627	2655
Reverse_R	GCF_000862125.1_ViralProj15306_genomic	7603	7629
Reverse_R	GCF_000865065.1_ViralProj15599_genomic	2714	2740
Reverse_R	GCF_000866625.1_ViralProj15598_genomic	2704	2730
Forward_F	GCF_000862125.1_ViralProj15306_genomic	2845	2867
Forward_F	GCF_000865065.1_ViralProj15599_genomic	2653	2675
Forward_F	GCF_000866625.1_ViralProj15598_genomic	3739	3761
Forward_F	GCF_000871845.1_ViralProj20183_genomic	10135	10157
Reverse_R	GCF_000865065.1_ViralProj15599_genomic	2728	2752
Reverse_R	GCF_000866625.1_ViralProj15598_genomic	353	377
Reverse_R	GCF_000871845.1_ViralProj20183_genomic	3756	3780
Dofbrtcrwtups_1_N	GCF_000862125.1_ViralProj15306_genomic	3159	3175
Dofbrtcrwtups_1_N	GCF_000865065.1_ViralProj15599_genomic	7279	7295
Dofbrtcrwtups_1_N	GCF_000866625.1_ViralProj15598_genomic	7059	7075
Dofbrtcrwtups_1_N	GCF_000871845.1_ViralProj20183_genomic	2292	2308
Dofbrtcrwtups_2_N	GCF_000862125.1_ViralProj15306_genomic	8264	8280
Dofbrtcrwtups_2_N	GCF_000865065.1_ViralProj15599_genomic	3235	3251
Dofbrtcrwtups_2_N	GCF_000866625.1_ViralProj15598_genomic	1782	1798
Dofbrtcrwtups_2_N	GCF_000871845.1_ViralProj20183_genomic	3233	3249
Dofbrtcrwtups_3_N	GCF_000862125.1_ViralProj15306_genomic	2779	2795
Dofbrtcrwtups_3_N	GCF_000865065.1_ViralProj15599_genomic	5024	5040
Dofbrtcrwtups_3_N	GCF_000866625.1_ViralProj15598_genomic	3023	3039
Dofbrtcrwtups_3_N	GCF_000871845.1_ViralProj20183_genomic	349	365
Dofbrtcrwtups_4_N	GCF_000862125.1_ViralProj15306_genomic	3807	3823
Dofbrtcrwtups_4_N	GCF_000865065.1_ViralProj15599_genomic	3328	3344
Dofbrtcrwtups_4_N	GCF_000866625.1_ViralProj15598_genomic	1455	1471
Dofbrtcrwtups_4_N	GCF_000871845.1_ViralProj20183_genomic	3326	3342
Dengue-2_F	GCF_000862125.1_ViralProj15306_genomic	10589	10612
Dengue-2_F	GCF_000865065.1_ViralProj15599_genomic	10505	10528
Dengue-2_F	GCF_000866625.1_ViralProj15598_genomic	10563	10586
Dengue-2_F	GCF_000871845.1_ViralProj20183_genomic	10578	10601
Dengue-2_R	GCF_000862125.1_ViralProj15306_genomic	10708	10730
Dengue-2_R	GCF_000865065.1_ViralProj15599_genomic	10622	10644
Dengue-2_R	GCF_000866625.1_ViralProj15598_genomic	10680	10702
Dengue-2_R	GCF_000871845.1_ViralProj20183_genomic	10696	10718
Dengue-2_R	GCF_000862125.1_ViralProj15306_genomic	10708	10730
Dengue-2_R	GCF_000865065.1_ViralProj15599_genomic	10622	10644
Dengue-2_R	GCF_000866625.1_ViralProj15598_genomic	10680	10702
Dengue-2_R	GCF_000871845.1_ViralProj20183_genomic	10696	10718
DEN1-635_F	GCF_000862125.1_ViralProj15306_genomic	649	668
DEN1-635_F	GCF_000865065.1_ViralProj15599_genomic	761	780
DEN1-635_F	GCF_000866625.1_ViralProj15598_genomic	649	668
DEN1-635_F	GCF_000871845.1_ViralProj20183_genomic	1610	1629
DEN1-2472_R	GCF_000862125.1_ViralProj15306_genomic	2489	2509
DEN1-2472_R	GCF_000865065.1_ViralProj15599_genomic	2493	2513
DEN1-2472_R	GCF_000866625.1_ViralProj15598_genomic	2483	2503
DEN1-2472_R	GCF_000871845.1_ViralProj20183_genomic	2491	2511
DEN2-835_F	GCF_000862125.1_ViralProj15306_genomic	827	846
DEN2-835_F	GCF_000865065.1_ViralProj15599_genomic	327	346
DEN2-835_F	GCF_000866625.1_ViralProj15598_genomic	827	846
DEN2-835_F	GCF_000871845.1_ViralProj20183_genomic	829	848
DEN2-2420_R	GCF_000862125.1_ViralProj15306_genomic	6865	6885
DEN2-2420_R	GCF_000865065.1_ViralProj15599_genomic	6875	6895
DEN2-2420_R	GCF_000866625.1_ViralProj15598_genomic	4998	5018
DEN2-2420_R	GCF_000871845.1_ViralProj20183_genomic	2426	2446
DEN4-685_F	GCF_000862125.1_ViralProj15306_genomic	745	765
DEN4-685_F	GCF_000865065.1_ViralProj15599_genomic	685	705
DEN4-685_F	GCF_000866625.1_ViralProj15598_genomic	688	708
DEN4-685_F	GCF_000871845.1_ViralProj20183_genomic	683	703
DEN4-2454_R	GCF_000862125.1_ViralProj15306_genomic	2453	2473
DEN4-2454_R	GCF_000865065.1_ViralProj15599_genomic	2457	2477
DEN4-2454_R	GCF_000866625.1_ViralProj15598_genomic	2447	2467
DEN4-2454_R	GCF_000871845.1_ViralProj20183_genomic	2455	2475
CYD1_F	GCF_000862125.1_ViralProj15306_genomic	2371	2390
CYD1_F	GCF_000865065.1_ViralProj15599_genomic	1773	1792
CYD1_F	GCF_000866625.1_ViralProj15598_genomic	4147	4166
CYD1_F	GCF_000871845.1_ViralProj20183_genomic	4155	4174
CYD1_R	GCF_000862125.1_ViralProj15306_genomic	3226	3248
CYD1_R	GCF_000865065.1_ViralProj15599_genomic	1655	1677
CYD1_R	GCF_000866625.1_ViralProj15598_genomic	9862	9884
CYD1_R	GCF_000871845.1_ViralProj20183_genomic	3861	3883
CYD2_F	GCF_000862125.1_ViralProj15306_genomic	2378	2397
CYD2_F	GCF_000865065.1_ViralProj15599_genomic	3889	3908
CYD2_F	GCF_000866625.1_ViralProj15598_genomic	3802	3821
CYD2_F	GCF_000871845.1_ViralProj20183_genomic	2380	2399
CYD3_F	GCF_000862125.1_ViralProj15306_genomic	8557	8581
CYD3_F	GCF_000865065.1_ViralProj15599_genomic	8549	8573
CYD3_F	GCF_000866625.1_ViralProj15598_genomic	2340	2364
CYD3_F	GCF_000871845.1_ViralProj20183_genomic	9699	9723
CYD4_F	GCF_000862125.1_ViralProj15306_genomic	2890	2913
CYD4_F	GCF_000865065.1_ViralProj15599_genomic	2321	2344
CYD4_F	GCF_000866625.1_ViralProj15598_genomic	6315	6338
CYD4_F	GCF_000871845.1_ViralProj20183_genomic	10187	10210
CYD4_R	GCF_000862125.1_ViralProj15306_genomic	165	185
CYD4_R	GCF_000865065.1_ViralProj15599_genomic	2402	2422
CYD4_R	GCF_000866625.1_ViralProj15598_genomic	10446	10466
CYD4_R	GCF_000871845.1_ViralProj20183_genomic	8576	8596
Fap3stbcacdatesovi_2_F	GCF_000862125.1_ViralProj15306_genomic	9710	9730
Fap3stbcacdatesovi_2_F	GCF_000865065.1_ViralProj15599_genomic	2753	2773
Fap3stbcacdatesovi_2_F	GCF_000866625.1_ViralProj15598_genomic	9704	9724
Fap3stbcacdatesovi_2_F	GCF_000871845.1_ViralProj20183_genomic	9709	9729
D2_2048-S_F	GCF_000862125.1_ViralProj15306_genomic	2046	2065
D2_2048-S_F	GCF_000865065.1_ViralProj15599_genomic	2050	2069
D2_2048-S_F	GCF_000866625.1_ViralProj15598_genomic	9567	9586
D2_2048-S_F	GCF_000871845.1_ViralProj20183_genomic	2048	2067
D2_2578-C_R	GCF_000862125.1_ViralProj15306_genomic	2576	2600
D2_2578-C_R	GCF_000865065.1_ViralProj15599_genomic	2580	2604
D2_2578-C_R	GCF_000866625.1_ViralProj15598_genomic	2570	2594
D2_2578-C_R	GCF_000871845.1_ViralProj20183_genomic	2578	2602
ST3_N	GCF_000862125.1_ViralProj15306_genomic	6712	6730
ST3_N	GCF_000865065.1_ViralProj15599_genomic	7612	7630
ST3_N	GCF_000866625.1_ViralProj15598_genomic	400	418
ST3_N	GCF_000871845.1_ViralProj20183_genomic	7390	7408
F1_F	GCF_000862125.1_ViralProj15306_genomic	10592	10615
F1_F	GCF_000865065.1_ViralProj15599_genomic	10508	10531
F1_F	GCF_000866625.1_ViralProj15598_genomic	10566	10589
F1_F	GCF_000871845.1_ViralProj20183_genomic	10581	10604
R2_R	GCF_000862125.1_ViralProj15306_genomic	10692	10712
R2_R	GCF_000865065.1_ViralProj15599_genomic	10606	10626
R2_R	GCF_000866625.1_ViralProj15598_genomic	10664	10684
R2_R	GCF_000871845.1_ViralProj20183_genomic	10680	10700
5_F	GCF_000862125.1_ViralProj15306_genomic	7473	7490
5_F	GCF_000865065.1_ViralProj15599_genomic	7462	7479
5_F	GCF_000866625.1_ViralProj15598_genomic	7464	7481
5_F	GCF_000871845.1_ViralProj20183_genomic	7469	7486
5_R	GCF_000862125.1_ViralProj15306_genomic	7735	7752
5_R	GCF_000865065.1_ViralProj15599_genomic	3785	3802
5_R	GCF_000866625.1_ViralProj15598_genomic	7726	7743
5_R	GCF_000871845.1_ViralProj20183_genomic	7731	7748
6_F	GCF_000862125.1_ViralProj15306_genomic	2813	2830
6_F	GCF_000865065.1_ViralProj15599_genomic	6920	6937
6_F	GCF_000866625.1_ViralProj15598_genomic	4352	4369
6_F	GCF_000871845.1_ViralProj20183_genomic	2815	2832
6_R	GCF_000862125.1_ViralProj15306_genomic	2954	2971
6_R	GCF_000865065.1_ViralProj15599_genomic	2958	2975
6_R	GCF_000866625.1_ViralProj15598_genomic	2948	2965
6_R	GCF_000871845.1_ViralProj20183_genomic	10347	10364
7_F	GCF_000862125.1_ViralProj15306_genomic	434	451
7_F	GCF_000865065.1_ViralProj15599_genomic	5344	5361
7_F	GCF_000866625.1_ViralProj15598_genomic	5486	5503
7_F	GCF_000871845.1_ViralProj20183_genomic	436	453
7_R	GCF_000862125.1_ViralProj15306_genomic	685	702
7_R	GCF_000865065.1_ViralProj15599_genomic	689	706
7_R	GCF_000866625.1_ViralProj15598_genomic	685	702
7_R	GCF_000871845.1_ViralProj20183_genomic	687	704
8_F	GCF_000862125.1_ViralProj15306_genomic	458	475
8_F	GCF_000865065.1_ViralProj15599_genomic	462	479
8_F	GCF_000866625.1_ViralProj15598_genomic	458	475
8_F	GCF_000871845.1_ViralProj20183_genomic	460	477
8_R	GCF_000862125.1_ViralProj15306_genomic	611	628
8_R	GCF_000865065.1_ViralProj15599_genomic	615	632
8_R	GCF_000866625.1_ViralProj15598_genomic	6869	6886
8_R	GCF_000871845.1_ViralProj20183_genomic	3293	3310
Pohggtaitpbopwadhf_1_F	GCF_000862125.1_ViralProj15306_genomic	9959	9978
Pohggtaitpbopwadhf_1_F	GCF_000865065.1_ViralProj15599_genomic	9954	9973
Pohggtaitpbopwadhf_1_F	GCF_000866625.1_ViralProj15598_genomic	9953	9972
Pohggtaitpbopwadhf_1_F	GCF_000871845.1_ViralProj20183_genomic	9958	9977
Pohggtaitpbopwadhf_2_R	GCF_000862125.1_ViralProj15306_genomic	10100	10120
Pohggtaitpbopwadhf_2_R	GCF_000865065.1_ViralProj15599_genomic	10095	10115
Pohggtaitpbopwadhf_2_R	GCF_000866625.1_ViralProj15598_genomic	10094	10114
Pohggtaitpbopwadhf_2_R	GCF_000871845.1_ViralProj20183_genomic	10099	10119
Pohggtaitpbopwadhf_4_R	GCF_000862125.1_ViralProj15306_genomic	10095	10114
Pohggtaitpbopwadhf_4_R	GCF_000865065.1_ViralProj15599_genomic	2013	2032
Pohggtaitpbopwadhf_4_R	GCF_000866625.1_ViralProj15598_genomic	10089	10108
Pohggtaitpbopwadhf_4_R	GCF_000871845.1_ViralProj20183_genomic	10094	10113
Pohggtaitpbopwadhf_5_F	GCF_000862125.1_ViralProj15306_genomic	9691	9712
Pohggtaitpbopwadhf_5_F	GCF_000865065.1_ViralProj15599_genomic	9686	9707
Pohggtaitpbopwadhf_5_F	GCF_000866625.1_ViralProj15598_genomic	9685	9706
Pohggtaitpbopwadhf_5_F	GCF_000871845.1_ViralProj20183_genomic	9690	9711
Pohggtaitpbopwadhf_6_R	GCF_000862125.1_ViralProj15306_genomic	6919	6937
Pohggtaitpbopwadhf_6_R	GCF_000865065.1_ViralProj15599_genomic	10119	10137
Pohggtaitpbopwadhf_6_R	GCF_000866625.1_ViralProj15598_genomic	9881	9899
Pohggtaitpbopwadhf_6_R	GCF_000871845.1_ViralProj20183_genomic	7107	7125
Pohggtaitpbopwadhf_8_R	GCF_000862125.1_ViralProj15306_genomic	2161	2180
Pohggtaitpbopwadhf_8_R	GCF_000865065.1_ViralProj15599_genomic	9717	9736
Pohggtaitpbopwadhf_8_R	GCF_000866625.1_ViralProj15598_genomic	7056	7075
Pohggtaitpbopwadhf_8_R	GCF_000871845.1_ViralProj20183_genomic	9721	9740
DENEB-I_R	GCF_000862125.1_ViralProj15306_genomic	2167	2187
DENEB-I_R	GCF_000865065.1_ViralProj15599_genomic	2171	2191
DENEB-I_R	GCF_000866625.1_ViralProj15598_genomic	2161	2181
DENEB-I_R	GCF_000871845.1_ViralProj20183_genomic	2169	2189
DENEB-II_F	GCF_000862125.1_ViralProj15306_genomic	8157	8177
DENEB-II_F	GCF_000865065.1_ViralProj15599_genomic	1788	1808
DENEB-II_F	GCF_000866625.1_ViralProj15598_genomic	4734	4754
DENEB-II_F	GCF_000871845.1_ViralProj20183_genomic	8156	8176
DEN2-5S_F	GCF_000862125.1_ViralProj15306_genomic	2	21
DEN2-5S_F	GCF_000865065.1_ViralProj15599_genomic	2	21
DEN2-5S_F	GCF_000866625.1_ViralProj15598_genomic	2	21
DEN2-5S_F	GCF_000871845.1_ViralProj20183_genomic	2	21
DEN2-5C_R	GCF_000862125.1_ViralProj15306_genomic	262	281
DEN2-5C_R	GCF_000865065.1_ViralProj15599_genomic	266	285
DEN2-5C_R	GCF_000866625.1_ViralProj15598_genomic	262	281
DEN2-5C_R	GCF_000871845.1_ViralProj20183_genomic	264	283
DEN2-3S_F	GCF_000862125.1_ViralProj15306_genomic	10212	10231
DEN2-3S_F	GCF_000865065.1_ViralProj15599_genomic	10207	10226
DEN2-3S_F	GCF_000866625.1_ViralProj15598_genomic	10206	10225
DEN2-3S_F	GCF_000871845.1_ViralProj20183_genomic	10211	10230
DEN2-3C_R	GCF_000862125.1_ViralProj15306_genomic	10722	10735
DEN2-3C_R	GCF_000865065.1_ViralProj15599_genomic	10636	10649
DEN2-3C_R	GCF_000866625.1_ViralProj15598_genomic	10694	10707
DEN2-3C_R	GCF_000871845.1_ViralProj20183_genomic	10710	10723
D2_36-S_F	GCF_000862125.1_ViralProj15306_genomic	7113	7131
D2_36-S_F	GCF_000865065.1_ViralProj15599_genomic	5179	5197
D2_36-S_F	GCF_000866625.1_ViralProj15598_genomic	3130	3148
D2_36-S_F	GCF_000871845.1_ViralProj20183_genomic	37	55
D2_82-S_F	GCF_000862125.1_ViralProj15306_genomic	80	103
D2_82-S_F	GCF_000865065.1_ViralProj15599_genomic	82	105
D2_82-S_F	GCF_000866625.1_ViralProj15598_genomic	80	103
D2_82-S_F	GCF_000871845.1_ViralProj20183_genomic	82	105
D2_679-C_R	GCF_000862125.1_ViralProj15306_genomic	9708	9729
D2_679-C_R	GCF_000865065.1_ViralProj15599_genomic	518	539
D2_679-C_R	GCF_000866625.1_ViralProj15598_genomic	1522	1543
D2_679-C_R	GCF_000871845.1_ViralProj20183_genomic	679	700
D2_810-S_F	GCF_000862125.1_ViralProj15306_genomic	808	827
D2_810-S_F	GCF_000865065.1_ViralProj15599_genomic	812	831
D2_810-S_F	GCF_000866625.1_ViralProj15598_genomic	6862	6881
D2_810-S_F	GCF_000871845.1_ViralProj20183_genomic	810	829
D2_858-C_R	GCF_000862125.1_ViralProj15306_genomic	8313	8335
D2_858-C_R	GCF_000865065.1_ViralProj15599_genomic	6974	6996
D2_858-C_R	GCF_000866625.1_ViralProj15598_genomic	9645	9667
D2_858-C_R	GCF_000871845.1_ViralProj20183_genomic	858	880
D2_1395-S_F	GCF_000862125.1_ViralProj15306_genomic	2011	2030
D2_1395-S_F	GCF_000865065.1_ViralProj15599_genomic	8363	8382
D2_1395-S_F	GCF_000866625.1_ViralProj15598_genomic	3432	3451
D2_1395-S_F	GCF_000871845.1_ViralProj20183_genomic	1395	1414
D2_1741-S_F	GCF_000862125.1_ViralProj15306_genomic	8434	8453
D2_1741-S_F	GCF_000865065.1_ViralProj15599_genomic	3714	3733
D2_1741-S_F	GCF_000866625.1_ViralProj15598_genomic	1733	1752
D2_1741-S_F	GCF_000871845.1_ViralProj20183_genomic	1741	1760
D2_1830-C_R	GCF_000862125.1_ViralProj15306_genomic	9075	9094
D2_1830-C_R	GCF_000865065.1_ViralProj15599_genomic	1832	1851
D2_1830-C_R	GCF_000866625.1_ViralProj15598_genomic	6	25
D2_1830-C_R	GCF_000871845.1_ViralProj20183_genomic	1830	1849
D2_2048-S_F	GCF_000862125.1_ViralProj15306_genomic	2046	2066
D2_2048-S_F	GCF_000865065.1_ViralProj15599_genomic	2050	2070
D2_2048-S_F	GCF_000866625.1_ViralProj15598_genomic	2040	2060
D2_2048-S_F	GCF_000871845.1_ViralProj20183_genomic	2048	2068
D2_2405-S_F	GCF_000862125.1_ViralProj15306_genomic	2403	2421
D2_2405-S_F	GCF_000865065.1_ViralProj15599_genomic	357	375
D2_2405-S_F	GCF_000866625.1_ViralProj15598_genomic	2397	2415
D2_2405-S_F	GCF_000871845.1_ViralProj20183_genomic	2405	2423
D2_2474-C_R	GCF_000862125.1_ViralProj15306_genomic	2472	2498
D2_2474-C_R	GCF_000866625.1_ViralProj15598_genomic	2466	2492
D2_2474-C_R	GCF_000871845.1_ViralProj20183_genomic	2474	2500
D2_2578-C_R	GCF_000862125.1_ViralProj15306_genomic	2576	2600
D2_2578-C_R	GCF_000865065.1_ViralProj15599_genomic	2580	2604
D2_2578-C_R	GCF_000866625.1_ViralProj15598_genomic	2570	2594
D2_2578-C_R	GCF_000871845.1_ViralProj20183_genomic	2578	2602
D2_2609-S_F	GCF_000862125.1_ViralProj15306_genomic	2608	2627
D2_2609-S_F	GCF_000865065.1_ViralProj15599_genomic	2612	2631
D2_2609-S_F	GCF_000866625.1_ViralProj15598_genomic	2602	2621
D2_2609-S_F	GCF_000871845.1_ViralProj20183_genomic	2610	2629
D2_3015-S_F	GCF_000862125.1_ViralProj15306_genomic	3013	3033
D2_3015-S_F	GCF_000865065.1_ViralProj15599_genomic	3017	3037
D2_3015-S_F	GCF_000866625.1_ViralProj15598_genomic	3007	3027
D2_3015-S_F	GCF_000871845.1_ViralProj20183_genomic	3015	3035
D2_3087-C_R	GCF_000862125.1_ViralProj15306_genomic	3085	3105
D2_3087-C_R	GCF_000865065.1_ViralProj15599_genomic	7397	7417
D2_3087-C_R	GCF_000866625.1_ViralProj15598_genomic	3079	3099
D2_3087-C_R	GCF_000871845.1_ViralProj20183_genomic	3087	3107
D2_3167-S_F	GCF_000862125.1_ViralProj15306_genomic	4726	4745
D2_3167-S_F	GCF_000865065.1_ViralProj15599_genomic	5006	5025
D2_3167-S_F	GCF_000866625.1_ViralProj15598_genomic	3159	3178
D2_3167-S_F	GCF_000871845.1_ViralProj20183_genomic	3167	3186
D2_3559-C_R	GCF_000862125.1_ViralProj15306_genomic	8162	8183
D2_3559-C_R	GCF_000865065.1_ViralProj15599_genomic	1393	1414
D2_3559-C_R	GCF_000866625.1_ViralProj15598_genomic	8153	8174
D2_3559-C_R	GCF_000871845.1_ViralProj20183_genomic	3559	3580
Flavi1−_R	GCF_000862125.1_ViralProj15306_genomic	9164	9186
Flavi1−_R	GCF_000865065.1_ViralProj15599_genomic	9156	9178
Flavi1−_R	GCF_000866625.1_ViralProj15598_genomic	9155	9177
Flavi1−_R	GCF_000871845.1_ViralProj20183_genomic	9163	9185
ND1_F	GCF_000862125.1_ViralProj15306_genomic	8660	8684
ND2_F	GCF_000871845.1_ViralProj20183_genomic	8355	8378
ND3_F	GCF_000862125.1_ViralProj15306_genomic	1517	1541
ND3_F	GCF_000866625.1_ViralProj15598_genomic	8829	8853
ND4_F	GCF_000862125.1_ViralProj15306_genomic	2500	2522
ND4_F	GCF_000865065.1_ViralProj15599_genomic	8481	8503
ND4_F	GCF_000866625.1_ViralProj15598_genomic	1913	1935
ND4_F	GCF_000871845.1_ViralProj20183_genomic	2260	2282
D1–4_R	GCF_000862125.1_ViralProj15306_genomic	10651	10671
D1–4_R	GCF_000865065.1_ViralProj15599_genomic	10565	10585
D1–4_R	GCF_000866625.1_ViralProj15598_genomic	10623	10643
D1–4_R	GCF_000871845.1_ViralProj20183_genomic	10639	10659
D2_F	GCF_000862125.1_ViralProj15306_genomic	4314	4334
D2_F	GCF_000865065.1_ViralProj15599_genomic	2957	2977
D2_F	GCF_000866625.1_ViralProj15598_genomic	5436	5456
D2_F	GCF_000871845.1_ViralProj20183_genomic	10554	10574
DEN1_N	GCF_000862125.1_ViralProj15306_genomic	132	161
DEN1_N	GCF_000865065.1_ViralProj15599_genomic	136	165
DEN1_N	GCF_000866625.1_ViralProj15598_genomic	132	161
DEN1_N	GCF_000871845.1_ViralProj20183_genomic	134	163
DEN2_N	GCF_000865065.1_ViralProj15599_genomic	1512	1538
D1_F	GCF_000862125.1_ViralProj15306_genomic	6172	6191
D1_F	GCF_000865065.1_ViralProj15599_genomic	9812	9831
D1_F	GCF_000866625.1_ViralProj15598_genomic	5888	5907
D1_F	GCF_000871845.1_ViralProj20183_genomic	3279	3298
D1_R	GCF_000862125.1_ViralProj15306_genomic	4331	4350
D1_R	GCF_000865065.1_ViralProj15599_genomic	5397	5416
D1_R	GCF_000866625.1_ViralProj15598_genomic	7666	7685
D1_R	GCF_000871845.1_ViralProj20183_genomic	5875	5894
Flavi2+_F	GCF_000862125.1_ViralProj15306_genomic	8918	8937
Flavi2+_F	GCF_000865065.1_ViralProj15599_genomic	8910	8929
Flavi2+_F	GCF_000866625.1_ViralProj15598_genomic	8909	8928
Flavi2+_F	GCF_000871845.1_ViralProj20183_genomic	8917	8936
D1_F	GCF_000862125.1_ViralProj15306_genomic	132	159
D1_F	GCF_000865065.1_ViralProj15599_genomic	136	163
D1_F	GCF_000866625.1_ViralProj15598_genomic	132	159
D1_F	GCF_000871845.1_ViralProj20183_genomic	134	161
TS1_R	GCF_000862125.1_ViralProj15306_genomic	595	613
TS1_R	GCF_000865065.1_ViralProj15599_genomic	10437	10455
TS1_R	GCF_000866625.1_ViralProj15598_genomic	3271	3289
TS1_R	GCF_000871845.1_ViralProj20183_genomic	5473	5491
TS2_R	GCF_000862125.1_ViralProj15306_genomic	10138	10158
TS2_R	GCF_000865065.1_ViralProj15599_genomic	10133	10153
TS2_R	GCF_000866625.1_ViralProj15598_genomic	10178	10198
TS2_R	GCF_000871845.1_ViralProj20183_genomic	232	252
TS3_R	GCF_000862125.1_ViralProj15306_genomic	6712	6733
TS3_R	GCF_000865065.1_ViralProj15599_genomic	6713	6734
TS3_R	GCF_000866625.1_ViralProj15598_genomic	400	421
TS3_R	GCF_000871845.1_ViralProj20183_genomic	4963	4984
TS4_R	GCF_000862125.1_ViralProj15306_genomic	4330	4351
TS4_R	GCF_000865065.1_ViralProj15599_genomic	506	527
TS4_R	GCF_000866625.1_ViralProj15598_genomic	7989	8010
TS4_R	GCF_000871845.1_ViralProj20183_genomic	504	525
DENV1_30_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	8991	9012
DENV1_30_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	8983	9004
