accession_id	sequence_length
JN832513.1	1485
JN832512.1	1485
JN832511.1	1485
JN832510.1	1485
JN832509.1	1485
JN832508.1	1485
JN832507.1	1485
JN832506.1	1485
JN832505.1	1485
JN832504.1	1485
JN832503.1	1485
JN832502.1	1485
JN832501.1	1485
JN832500.1	1485
JN832499.1	1485
JN832498.1	1485
HQ871946.1	1485
JQ390288.1	329
JQ390287.1	329
JQ390286.1	329
JQ390285.1	329
JQ390284.1	329
JQ390265.1	373
JQ390264.1	369
JQ390263.1	373
JQ390262.1	369
JQ390261.1	373
JQ390256.1	369
JQ390255.1	371
JQ390254.1	371
JQ390253.1	373
JQ390252.1	370
JQ390239.1	371
JQ390238.1	373
JQ390237.1	372
JQ390236.1	373
JQ390235.1	372
JF730054.1	10696
JF730053.1	10476
HQ541799.1	10508
JX298575.1	1485
JX298574.1	1485
JX298573.1	1485
JX298572.1	1485
JX298571.1	1485
JX298570.1	1485
JX298569.1	1485
JX298568.1	1485
JX298567.1	1485
JQ045566.1	2322
JQ045565.1	2322
JQ045564.1	2325
JQ045563.1	2325
JQ045562.1	2325
JQ045561.1	2325
JN021290.1	358
JN021289.1	358
JN801176.1	306
JN559741.2	10604
JN559740.2	10604
JQ403526.1	1485
JQ403525.1	1479
JQ403524.1	1485
JQ403523.1	1485
JQ403522.1	1485
JQ403521.1	1485
JQ403520.1	1485
JQ403519.1	1485
JQ403518.1	1485
JQ403517.1	1485
JQ403516.1	1485
JF968113.1	1479
JF968112.1	1479
JF968111.1	1479
JF968110.1	1479
JF968109.1	1479
JF968108.1	1479
JF968107.1	1479
JF968106.1	1479
JF968105.1	1479
JF968104.1	1479
JF968103.1	1479
JF968102.1	1479
JF968101.1	1479
JF968100.1	1479
JF968099.1	1479
JF968098.1	1479
JF968097.1	1479
JF968096.1	1479
JF968095.1	1479
JF968094.1	1479
JF968093.1	1479
JF968092.1	1479
JF968091.1	1479
JF968090.1	1479
JF968089.1	1479
JF968088.1	1479
JF968087.1	1479
JF968086.1	1479
JF968085.1	1479
JF968084.1	1479
JF968083.1	1479
JF968082.1	1479
JF968081.1	1479
JF968080.1	1479
JF968079.1	1479
JF968078.1	1479
JF968077.1	1479
JF968076.1	1479
JF968075.1	1479
JF968074.1	1479
JF968073.1	1479
JF968072.1	1479
JF968071.1	1479
JF968070.1	1479
JF968069.1	1479
JF968068.1	1479
JF968067.1	1479
JF968066.1	1479
JF968065.1	1479
JF968064.1	1479
JF968063.1	1479
JF968062.1	1479
JF968061.1	1479
JF968060.1	1479
JF968059.1	1479
JF968058.1	1479
JF968057.1	1479
JF968056.1	1479
JF968055.1	1479
JF968054.1	1479
JF968053.1	1479
JF968052.1	1485
JF968051.1	1485
JF968050.1	1485
JF968049.1	1485
JF968048.1	1485
JF968047.1	1485
JF968046.1	1485
JF968045.1	1485
JF968044.1	1485
JF968043.1	1485
JF968042.1	1485
JF968041.1	1485
JF968040.1	1485
JF968039.1	1485
JF968038.1	1485
JF968037.1	1485
JF968036.1	1485
JF968035.1	1485
JF968034.1	1485
JF968033.1	1485
JF968032.1	1485
JF968031.1	1485
JF968030.1	1485
JF968029.1	1485
JF968028.1	1485
JF968027.1	1485
JF968026.1	1485
JF968025.1	1485
JF968024.1	1485
JF968023.1	1485
JF968022.1	1485
JF968021.1	1485
JF968020.1	1485
JF968019.1	1485
JF968018.1	1485
JF968017.1	1485
JF968016.1	1485
JF968015.1	1485
JF968014.1	1485
JF968013.1	1485
JF968012.1	1485
JF968011.1	1485
JF968010.1	1485
JF968009.1	1485
JF968008.1	1485
JF968007.1	1485
JF968006.1	1485
JF968005.1	1485
JF968004.1	1485
JF968003.1	1485
JF968002.1	1485
JF968001.1	1485
JF968000.1	1485
JF967999.1	1485
JF967998.1	1485
JF967997.1	1485
JF967996.1	1485
JF967995.1	1485
JF967994.1	1485
JF967993.1	1485
JF967992.1	1485
JF967991.1	1485
JF967990.1	1485
JF967989.1	1485
JF967988.1	1485
JF967987.1	1485
JF967986.1	1485
JF967985.1	1485
JF967984.1	1485
JF967983.1	1485
JF967982.1	1485
JF967981.1	1485
JF967980.1	1485
JF967979.1	1485
JF967978.1	1485
JF967977.1	1485
JF967976.1	1485
JF967975.1	1485
JF967974.1	1485
JF967973.1	1485
JF967972.1	1485
JF967971.1	1485
JF967970.1	1485
JF967969.1	1485
JF967968.1	1485
JF967967.1	1485
JF967966.1	1485
JF967965.1	1485
JF967964.1	1485
JF967963.1	1485
JF967962.1	1485
JF967961.1	1485
JF967960.1	1485
JF967959.1	1485
JF967958.1	1485
JF967957.1	1485
JF967956.1	1485
JF967955.1	1485
JF967954.1	1485
JF967953.1	1485
JF967952.1	1485
JF967951.1	1485
JF967950.1	1485
JF967949.1	1485
JF967948.1	1485
JF967947.1	1485
JF967946.1	1485
JF967945.1	1485
JF967944.1	1485
JF967943.1	1485
JF967942.1	1485
JF967941.1	1485
JF967940.1	1485
JF967939.1	1485
JF967938.1	1485
JF967937.1	1485
JF967936.1	1485
JF967935.1	1485
JF967934.1	1485
JF967933.1	1485
JF967932.1	1485
JF967931.1	1485
JF967930.1	1485
JF967929.1	1485
JF967928.1	1485
JF967927.1	1485
JF967926.1	1485
JF967925.1	1485
JF967924.1	1485
JF967923.1	1485
JF967922.1	1485
JF967921.1	1485
JF967920.1	1485
JF967919.1	1485
JF967918.1	1485
JF967917.1	1485
JF967916.1	1485
JF967915.1	1485
JF967914.1	1485
JF967913.1	1485
JF967912.1	1485
JF967911.1	1485
JF967910.1	1485
JF967909.1	1485
JF967908.1	1485
JF967907.1	1485
JF967906.1	1485
JF967905.1	1485
JF967904.1	1485
JF967903.1	1485
JF967902.1	1485
JF967901.1	1485
JF967900.1	1485
JF967899.1	1485
JF967898.1	1485
JF967897.1	1485
JF967896.1	1485
JF967895.1	1485
JF967894.1	1485
JF967893.1	1485
JF967892.1	1485
JF967891.1	1485
JF967890.1	1485
JF967889.1	1485
JF967888.1	1485
JF967887.1	1485
JF967886.1	1485
JF967885.1	1485
JF967884.1	1485
JF967883.1	1485
JF967882.1	1485
JF967881.1	1485
JF967880.1	1485
JF967879.1	1485
JF967878.1	1485
JF967877.1	1485
JF967876.1	1485
JF967875.1	1485
JF967874.1	1485
JF967873.1	1485
JF967872.1	1485
JF967871.1	1485
JF967870.1	1485
JF967869.1	1485
JF967868.1	1485
JF967867.1	1485
JF967866.1	1485
JF967865.1	1485
JF967864.1	1485
JF967863.1	1485
JF967862.1	1485
JF967861.1	1485
JF967860.1	1485
JF967859.1	1485
JF967858.1	1485
JF967857.1	1485
JF967856.1	1485
JF967855.1	1485
JF967854.1	1485
JF967853.1	1485
JF967852.1	1485
JF967851.1	1485
JF967850.1	1485
JF967849.1	1485
JF967848.1	1485
JF967847.1	1485
JF967846.1	1485
JF967845.1	1485
JF967844.1	1485
JF967843.1	1485
JF967842.1	1485
JF967841.1	1485
JF967840.1	1485
JF967839.1	1485
JF967838.1	1485
JF967837.1	1485
JF967836.1	1485
JF967835.1	1485
JF967834.1	1485
JF967833.1	1485
JF967832.1	1485
JF967831.1	1485
JF967830.1	1485
JF967829.1	1485
JF967828.1	1485
JF967827.1	1485
JF967826.1	1485
JF967825.1	1485
JF967824.1	1485
JF967823.1	1485
JF967822.1	1485
JF967821.1	1485
JF967820.1	1485
JF967819.1	1485
JF967818.1	1485
JF967817.1	1485
JF967816.1	1485
JF967815.1	1485
JF967814.1	1485
JF967813.1	1485
JF967812.1	1485
JF967811.1	1485
JF967810.1	1485
JF967809.1	1485
JF967808.1	1485
JF967807.1	1485
JF967806.1	1485
JF967805.1	1485
JF967804.1	1485
JF967803.1	1485
JF967802.1	1485
JF967801.1	1485
JF967800.1	1485
JF967799.1	1485
JF967798.1	1485
JF967797.1	1485
JF967796.1	1485
JF967795.1	1485
JF967794.1	1485
JF967793.1	1485
JF967792.1	1485
JF967791.1	1485
JF967790.1	1485
JF967789.1	1485
JF967788.1	1485
JF967787.1	1485
JF967786.1	1485
JF967785.1	1485
JF967784.1	1485
JF967783.1	1485
JF967782.1	1485
JF967781.1	1485
JF967780.1	1485
JF967779.1	1485
JF967778.1	1485
JF967777.1	1485
JF967776.1	1485
JF967775.1	1485
JF967774.1	1485
JF967773.1	1485
JF967772.1	1485
JF967771.1	1485
JF967770.1	1485
JF967769.1	1485
JF967768.1	1485
JF967767.1	1485
JF967766.1	1485
JF967765.1	1485
JF967764.1	1485
JF967763.1	1485
JF967762.1	1485
JF967761.1	1485
JF967760.1	1485
JF967759.1	1485
HM067747.1	1485
HM067746.1	1485
HM067745.1	1485
JX079696.1	8767
JX079695.1	8629
JX079694.1	10478
JX079693.1	6219
JX079692.1	6191
JX079691.1	10475
JX079690.1	10342
JX079689.1	6218
JX079688.1	10477
JX079687.1	8668
JX079686.1	4343
JF357907.1	10477
JF357906.1	10783
JF357905.1	10669
HQ541805.1	10140
HQ733861.1	10731
HQ634199.1	10479
HQ541801.1	9994
HQ541794.1	10476
HQ541793.1	10485
HQ541792.1	10477
HQ541788.1	10487
HQ541787.1	10498
HQ541786.1	10694
JX402215.1	1485
JX402214.1	1485
JX402213.1	1485
JX402212.1	1485
JX402211.1	1485
JX402210.1	1485
JX402209.1	1485
JX402208.1	1485
JX402207.1	1485
JN036395.1	1479
JN036394.1	1479
JN036393.1	1479
JN036392.1	1479
JN036391.1	1479
JN036390.1	1479
JN036389.1	1479
JN036388.1	1479
JN036387.1	1479
JN036386.1	1479
JN036385.1	1479
JN036384.1	1479
JN036383.1	1479
JN036382.1	1479
JN036381.1	1479
JN036380.1	1485
JN036379.1	1485
JN036378.1	1485
JN036377.1	1485
JN036376.1	1485
JN036375.1	1485
JN036374.1	1485
JN036373.1	1485
JN036372.1	1485
JN036371.1	1485
EU076568.1	452
EU076567.1	439
EU076566.1	441
EU076565.1	441
EU076564.1	441
EU076563.1	447
EU076562.1	452
EU076561.1	452
EU076560.1	438
EU076553.1	441
JN202586.1	741
JN202585.1	679
JN202584.1	740
JN202583.1	739
JN202582.1	737
JN202581.1	741
JN202580.1	742
JN202579.1	739
JN202578.1	743
JN202577.1	740
JN202576.1	740
JN202575.1	738
JQ950328.1	365
JX101615.1	1485
JX101614.1	1485
JX093724.1	1491
JX093723.1	1491
JX093722.1	1491
JX093721.1	1491
JX093720.1	1491
JX093719.1	1491
JX093718.1	1491
JX093717.1	1491
JX093716.1	1491
JX093715.1	1491
JX093714.1	1491
JX093713.1	1491
JX093712.1	1491
JX093711.1	1491
JX093710.1	1491
JX093709.1	1491
JX093708.1	1491
JX093707.1	1491
JX093706.1	1491
JX093705.1	1491
JX093704.1	1491
JX093703.1	1491
JX093702.1	1491
JX093701.1	1491
JX093700.1	1491
JX093699.1	1491
JX093698.1	1491
JX093697.1	1491
JX093696.1	1491
JX093695.1	1491
JX093694.1	1491
JX093693.1	1491
JX093692.1	1491
JX093691.1	1491
JX093690.1	1491
JX093689.1	1491
JX093688.1	1491
JX093687.1	1491
JX093686.1	1491
JX093685.1	1491
JX093684.1	1491
JX093683.1	1491
JX093682.1	1491
JX093681.1	1491
JX093680.1	1491
JX093679.1	1491
JX093678.1	1491
JX093677.1	1491
JX093676.1	1491
JX093675.1	1491
JX093674.1	1491
JX093673.1	1491
JX093672.1	1491
JX093671.1	1491
JX093670.1	1491
JX093669.1	1491
JX093668.1	1491
JX093667.1	1491
JX093666.1	1491
JX093665.1	1491
JX093664.1	1491
JX093663.1	1491
JX093662.1	1491
JX093661.1	1491
JX093660.1	1491
JX093659.1	1491
JX093658.1	1491
JX093657.1	1491
JX093656.1	1491
JX093655.1	1491
JX093654.1	1485
JX093653.1	1485
JX093652.1	1485
JX093651.1	1485
JX093650.1	1485
JX093649.1	1485
JX093648.1	1485
JX093647.1	1485
JX093646.1	1485
JX093645.1	1485
JX093644.1	1485
JX093643.1	1485
JX093642.1	1485
JX093641.1	1485
JX093640.1	1485
JX093639.1	1485
JX093638.1	1485
JX093637.1	1485
JX093636.1	1485
JX093635.1	1485
JX093634.1	1485
JX093633.1	1485
JX093632.1	1485
JX093631.1	1485
JX093630.1	1485
JX093629.1	1485
JX093628.1	1485
JX093627.1	1485
JX093626.1	1485
JX093625.1	1485
JX093624.1	1485
JX093623.1	1485
JX093622.1	1485
JX093621.1	1485
JX093620.1	1485
JX093619.1	1485
JX093618.1	1485
JX093617.1	1485
JX093616.1	1485
JX093615.1	1485
JX093614.1	1485
JX093613.1	1485
JX093612.1	1485
JX093611.1	1485
JX093610.1	1485
JX093609.1	1485
JX093608.1	1485
JX093607.1	1485
JX093606.1	1485
JX093605.1	1485
JX093604.1	1485
JX093603.1	1485
JX093602.1	1485
JX093601.1	1485
JX093600.1	1485
JX093599.1	1485
JX093598.1	1485
JX093597.1	1485
JX093596.1	1485
JX093595.1	1485
JX093594.1	1485
JX093593.1	1485
JX093592.1	1485
JX093591.1	1485
JX093590.1	1485
JX093589.1	1485
JX093588.1	1485
JX093587.1	1485
JX093586.1	1485
JX093585.1	1485
JN368477.1	10648
JN368476.1	10651
JN903618.1	303
JN903617.1	303
JN903616.1	303
JN903615.1	303
JN903614.1	303
JN903613.1	303
JN903612.1	303
JN903611.1	303
JN903610.1	303
JN903609.1	303
JN903608.1	303
JN903607.1	303
JN903606.1	303
JN903605.1	303
JN903604.1	303
JN903603.1	303
JN903602.1	303
JN903601.1	303
JN903600.1	303
JN903599.1	303
JN903598.1	303
JN903597.1	303
JN903596.1	303
JN903595.1	303
JN903594.1	303
JN903593.1	303
JN903592.1	303
JN903591.1	303
JN903590.1	303
JN903589.1	303
JN903588.1	303
JN903587.1	303
JN903586.1	303
JN903585.1	303
JN903584.1	303
JN903583.1	303
JN903582.1	303
JN903581.1	10694
JN903580.1	10694
JN903579.1	10694
JN903578.1	10715
JN796245.1	10488
JN819425.1	10485
JN819424.1	10679
JN819423.1	10680
JN819422.1	10519
JN819421.1	10403
JN819420.1	10487
JN819419.1	10601
JN819418.1	10576
JN819417.1	10676
JN819416.1	10667
JN819415.1	10498
JN819414.1	10466
JN819413.1	10527
JN819412.1	10505
JN819411.1	10493
JN819410.1	10486
JN819409.1	10558
JN819408.1	10620
JN819407.1	10651
JN819406.1	10357
JN819405.1	10467
JN819403.1	10462
JN819402.1	10695
JN183884.1	10539
JN093517.1	10310
JN093516.1	10393
JN093515.1	10679
JN093514.1	10580
JN093513.1	10690
JF730055.1	10659
JF730050.1	10484
HQ891024.1	10615
HQ891023.1	10497
HQ541798.1	10507
JN000938.1	10685
JN000937.1	10398
JN000936.1	10537
JN000935.1	10460
JF937644.1	10443
JF937652.1	10477
JF937651.1	10727
JF937650.1	10454
JF937649.1	10443
JF937648.1	10680
JF937647.1	10682
JF937646.1	10681
JF937645.1	10443
JF937643.1	10538
JF937642.1	10681
JF937641.1	10681
JF937640.1	10678
JF937639.1	10644
JF937638.1	10681
JF937637.1	10689
JF937636.1	10670
JF937635.1	10465
JF937634.1	10681
JF937633.1	10683
JF937632.1	10581
JF937631.1	10583
JF937630.1	10381
JF937629.1	10683
JF937628.1	10684
JF937627.1	10527
JF937626.1	10691
JF937625.1	10683
JF937624.1	10681
JF937623.1	10681
JF937622.1	10680
JF937621.1	10676
JF937620.1	10681
JF937619.1	10444
JF937618.1	10444
JF937617.1	10454
JF937616.1	10431
JF937615.1	10448
JF937614.1	10444
JF937613.1	10386
JF937612.1	10587
JF937611.1	10444
JF937610.1	10444
JF937609.1	10444
JF937608.1	10443
JF937607.1	10444
JF937606.1	10444
JF937605.1	10443
JF937604.1	10443
JF937603.1	10383
JF937602.1	10444
JF937601.1	10390
JF937600.1	10444
JF937599.1	10713
JF937598.1	10705
JF937597.1	10379
JF937596.1	10444
JF920409.1	10680
JF920408.1	10681
JF920407.1	10680
JF920406.1	10681
JF920405.1	10681
JF920404.1	10681
JF920403.1	10535
JF920402.1	10680
JF920401.1	10681
JF920400.1	10681
JF920399.1	10681
JF920398.1	10522
JF920397.1	10676
JF920396.1	10675
JF920395.1	10605
JF920394.1	10682
JF920393.1	10681
JF730052.1	10477
JF730051.1	10477
JF730049.1	10308
JF730048.1	10475
JF730047.1	10477
JF730046.1	10477
JF730045.1	10489
JF730044.1	10475
JF295012.1	10510
HQ891025.1	10287
HQ705625.1	10494
HQ705624.1	10479
HQ705623.1	10681
HQ705622.1	10681
HQ705621.1	10681
HQ705620.1	10681
HQ705619.1	10680
HQ705618.1	10680
HQ705617.1	10682
HQ705616.1	10682
HQ705615.1	10431
HQ705614.1	10681
HQ705613.1	10681
HQ705612.1	10681
HQ705611.1	10685
HQ705610.1	10681
HQ705609.1	10681
HQ671178.1	10583
HQ671177.1	10681
HQ671176.1	10681
HQ541806.1	10627
HQ541797.1	10565
HQ541796.1	10539
HQ541795.1	10539
HQ541791.1	10708
HQ541790.1	10694
HQ541789.1	10718
HQ541785.1	10539
HQ166034.1	10538
HQ166033.1	10539
HQ166032.1	10538
HQ166031.1	10539
HQ166030.1	10540
HQ166037.1	10678
HQ166036.1	10675
HQ166035.1	10650
HM756282.1	10539
HM756281.1	10540
HM756280.1	10540
HM756279.1	10539
HM756278.1	10541
HM756277.1	10540
HM756276.1	10539
HM756275.1	10531
HM756274.1	10537
HM631854.1	10665
HM631853.1	10657
HM631852.1	10674
HM631851.1	10385
HM631850.1	10480
HM631856.1	10495
HM488257.1	10967
HM488256.1	10459
HM488255.1	10636
HM631869.1	10539
HM631868.1	10679
HM631867.1	10680
HM631866.1	10680
HM631865.1	10679
HM631864.1	10539
HM631863.1	10540
HM631862.1	10539
HM631861.1	10534
HM631860.1	10538
HM631859.1	10539
HM631858.1	10539
HM631857.1	10539
HM631855.1	10645
HM181978.1	10566
HM181977.1	10536
HM181976.1	10539
HM181975.1	10539
HM181974.1	10540
HM181973.1	10538
HM181972.1	10539
HM181971.1	10531
HM181970.1	10472
HM181969.1	10454
HM181968.1	10476
HM181967.1	10472
HM181966.1	10486
HM181965.1	10418
HM181964.1	10451
HM181963.1	10449
HM181962.1	10467
HM181961.1	10402
HM181960.1	10467
HM181959.1	10676
HM181958.1	10678
HM181957.1	10675
HM181956.1	10676
HM181955.1	10468
HM181954.1	10679
HM181953.1	10472
HM181952.1	10684
HM181951.1	10468
HM181950.1	10460
HM181949.1	10683
HM181948.1	10670
HM181947.1	10473
HM181946.1	10524
HM181945.1	10685
HM181944.1	10482
HM181943.1	10672
HM181942.1	10482
HM181941.1	10663
HM181940.1	10473
HM181939.1	10690
HM181938.1	10486
HM181937.1	10468
HM181936.1	10468
HM181935.1	10525
HM181934.1	10525
HM181933.1	10525
GU131984.1	10677
GU131983.1	10690
GU131982.1	10687
GU131981.1	10649
GU131980.1	10608
GU131979.1	10661
GU131978.1	10656
GU131977.1	10658
GU131976.1	10487
GU131975.1	10668
GU131974.1	10667
GU131973.1	10560
GU131972.1	10652
GU131971.1	10659
GU131970.1	10675
GU131969.1	10676
GU131968.1	10487
GU131967.1	10595
GU131966.1	10650
GU131965.1	10665
GU131964.1	10690
GU131963.1	10486
GU131962.1	10681
GU131961.1	10688
GU131960.1	10684
GU131959.1	10628
GU131958.1	10656
GU131957.1	10677
GU131956.1	10690
GU131954.1	10525
GU131953.1	10588
GU131952.1	10638
GU131951.1	10638
GU131950.1	10616
GU131949.1	10486
GU131948.1	10627
GU131947.1	10623
GU131955.1	10523
GU131946.1	10631
GU131945.1	10507
GU131944.1	10656
GU131943.1	10649
GU131942.1	10633
GU131941.1	10638
GU131940.1	10632
GU131939.1	10644
GU131938.1	10647
GU131937.1	10657
GU131936.1	10660
GU131935.1	10637
GU131934.1	10659
GU131933.1	10487
GU131932.1	10531
GU131931.1	10531
GU131930.1	10532
GU131929.1	10603
GU131928.1	10494
GU131927.1	10531
GU131926.1	10486
GU131925.1	10482
GU131924.1	10557
GU131923.1	10692
GU131922.1	10486
GU131921.1	10665
GU131920.1	10486
GU131919.1	10486
GU131918.1	10497
GU131917.1	10616
GU131916.1	10625
GU131915.1	10523
GU131914.1	10619
GU131913.1	10648
GU131912.1	10522
GU131911.1	10524
GU131910.1	10623
GU131909.1	10509
GU131908.1	10511
GU131907.1	10525
GU131906.1	10625
GU131905.1	10638
GU131904.1	10638
GU131903.1	10509
GU131902.1	10679
GU131901.1	10630
GU131900.1	10658
GU131899.1	10646
GU131898.1	10643
GU131897.1	10428
GU131896.1	10411
GU131895.1	10474
GU131894.1	10663
GU131893.1	10478
GU131892.1	10518
GU131891.1	10464
GU131890.1	10476
GU131889.1	10479
GU131888.1	10536
GU131887.1	10457
GU131886.1	10678
GU131885.1	10677
GU131884.1	10665
GU131883.1	10678
GU131882.1	10644
GU131881.1	10531
GU131880.1	10531
GU131879.1	10639
GU131878.1	10638
GU131877.1	10616
GU131876.1	10516
GU131875.1	10525
GU131874.1	10525
GU131873.1	10402
GU131872.1	10608
GU131871.1	10510
GU131870.1	10525
GU131869.1	10525
GU131868.1	10517
GU131867.1	10525
GU131866.1	10526
GU131865.1	10501
GU131864.1	10531
GU131863.1	10532
GU131862.1	10525
GU131861.1	10526
GU131860.1	10517
GU131859.1	10525
GU131858.1	10525
GU131857.1	10616
GU131856.1	10616
GU131855.1	10616
GU131854.1	10517
GU131853.1	10525
GU131852.1	10525
GU131851.1	10525
GU131850.1	10525
GU131849.1	10525
GU131848.1	10525
GU131847.1	10525
GU131846.1	10616
GU131845.1	10525
GU131844.1	10594
GU131843.1	10657
GU131842.1	10478
GU131841.1	10486
GU131840.1	10485
GU131839.1	10456
GU131838.1	10468
GU131837.1	10455
GU131836.1	10556
GU131835.1	10479
GU131834.1	10468
GU131833.1	10610
GU131832.1	10460
GU131831.1	10473
GU131830.1	10453
GU131829.1	10476
GU131828.1	10676
GU131827.1	10418
GU131826.1	10471
GU131825.1	10462
GU131824.1	10475
GU131823.1	10486
GU131822.1	10479
GU131821.1	10482
GU131820.1	10405
GU131819.1	10462
GU131818.1	10467
GU131817.1	10418
GU131816.1	10513
GU131815.1	10385
GU131814.1	10468
GU131813.1	10474
GU131812.1	10519
GU131811.1	10465
GU131810.1	10474
GU131809.1	10474
GU131808.1	10476
GU131807.1	10444
GU131806.1	10404
GU131805.1	10451
GU131804.1	10464
GU131803.1	10463
GU131802.1	10486
GU131801.1	10467
GU131800.1	10477
GU131799.1	10404
GU131798.1	10471
GU131797.1	10465
GU131796.1	10467
GU131795.1	10404
GU131794.1	10472
GU131793.1	10472
GU131792.1	10457
GU131791.1	10486
GU131790.1	10515
GU131789.1	10482
GU131788.1	10513
GU131787.1	10467
GU131786.1	10472
GU131785.1	10470
GU131784.1	10476
GU131783.1	10482
GU131782.1	10670
GU131781.1	10468
GU131780.1	10475
GU131779.1	10482
GU131778.1	10599
GU131777.1	10478
GU131776.1	10464
GU131775.1	10486
GU131774.1	10468
GU131773.1	10418
GU131772.1	10464
GU131771.1	10462
GU131770.1	10481
GU131769.1	10462
GU131768.1	10479
GU131767.1	10472
GU131766.1	10486
GU131765.1	10485
GU131764.1	10471
GU131763.1	10474
GU131762.1	10409
GU131761.1	10486
GU131760.1	10474
GU131759.1	10676
GU131758.1	10486
GU131757.1	10471
GU131756.1	10474
GU131755.1	10476
GU131754.1	10482
GU131753.1	10461
GU131752.1	10470
GU131751.1	10385
GU131750.1	10675
GU131749.1	10486
GU131748.1	10418
GU131747.1	10486
GU131746.1	10472
GU131745.1	10482
GU131744.1	10480
GU131743.1	10468
GU131742.1	10460
GU131741.1	10396
GU131740.1	10418
GU131739.1	10684
GU131738.1	10486
GU131737.1	10472
GU131736.1	10472
GU131735.1	10476
GU131734.1	10400
GU131733.1	10486
GU131732.1	10680
GU131731.1	10660
GU131730.1	10446
GU131729.1	10466
GU131728.1	10472
GU131727.1	10486
GU131726.1	10418
GU131725.1	10511
GU131724.1	10475
GU131723.1	10472
GU131722.1	10486
GU131721.1	10676
GU131720.1	10472
GU131719.1	10462
GU131718.1	10476
GU131717.1	10470
GU131716.1	10472
GU131715.1	10473
GU131714.1	10457
GU131713.1	10462
GU131712.1	10465
GU131711.1	10454
GU131710.1	10418
GU131709.1	10462
GU131708.1	10472
GU131707.1	10461
GU131706.1	10467
GU131705.1	10408
GU131704.1	10473
GU131703.1	10467
GU131702.1	10482
GU131701.1	10404
GU131700.1	10418
GU131699.1	10486
GU131698.1	10418
GU131697.1	10453
GU131696.1	10469
GU131695.1	10477
GU131694.1	10468
GU131693.1	10472
GU131692.1	10482
GU131691.1	10464
GU131690.1	10482
GU131689.1	10403
GU131688.1	10487
GU131687.1	10467
GU131686.1	10486
GU131685.1	10469
GU131684.1	10457
GU131683.1	10552
GU131682.1	10486
GU131681.1	10462
GU131680.1	10462
GU131679.1	10468
GU131678.1	10454
GU056033.1	10471
GU056032.1	10600
GU056031.1	10475
GU056030.1	10486
GU056029.1	10517
GQ868552.1	10663
GQ868539.1	10663
GQ868585.1	10606
GQ868584.1	10552
GQ868583.1	10551
GQ868582.1	10606
GQ868581.1	10592
GQ868580.1	10598
GQ868579.1	10593
GQ868578.1	10659
GQ868577.1	10646
GQ868576.1	10663
GQ868575.1	10663
GQ868574.1	10663
GQ868573.1	10644
GQ868572.1	10652
GQ868571.1	10663
GQ868570.1	10674
GQ868569.1	10675
GQ868568.1	10690
GQ868567.1	10690
GQ868566.1	10675
GQ868565.1	10690
GQ868564.1	10690
GQ868563.1	10661
GQ868562.1	10674
GQ868561.1	10673
GQ868560.1	10690
GQ868559.1	10690
GQ868558.1	10679
GQ868557.1	10668
GQ868556.1	10679
GQ868555.1	10668
GQ868554.1	10628
GQ868553.1	10625
GQ868538.1	10690
GQ868537.1	10684
GQ868536.1	10684
GQ868535.1	10690
GQ868534.1	10684
GQ868533.1	10690
GQ868532.1	10681
GQ868531.1	10683
GQ868530.1	10662
GQ868529.1	10684
GQ868528.1	10688
GQ868527.1	10683
GQ868526.1	10675
GQ868525.1	10684
GQ868524.1	10690
GQ868523.1	10675
GQ868522.1	10675
GQ868521.1	10690
GQ868520.1	10690
GQ868519.1	10684
GQ868518.1	10684
GQ868517.1	10690
GQ868516.1	10673
GQ868515.1	10671
GQ868514.1	10684
GQ868513.1	10684
GQ868512.1	10674
GQ868511.1	10680
GQ868510.1	10684
GQ868509.1	10684
GQ868508.1	10684
GQ868507.1	10659
GQ868506.1	10684
GQ868505.1	10690
GQ868504.1	10684
GQ868503.1	10676
GQ868502.1	10689
GQ868501.1	10684
GQ868500.1	10684
GQ868499.1	10684
GQ868498.1	10684
GQ868497.1	10664
GQ868617.1	10662
GQ868616.1	10663
GQ868646.1	10678
GQ868645.1	10606
GQ868644.1	10637
GQ868643.1	10593
GQ868642.1	10595
GQ868641.1	10678
GQ868640.1	10667
GQ868639.1	10690
GQ868638.1	10667
GQ868637.1	10684
GQ868636.1	10690
GQ868635.1	10690
GQ868634.1	10663
GQ868633.1	10691
GQ868632.1	10688
GQ868631.1	10669
GQ868630.1	10673
GQ868629.1	10660
GQ868628.1	10659
GQ868627.1	10663
GQ868626.1	10663
GQ868625.1	10675
GQ868624.1	10679
GQ868623.1	10677
GQ868622.1	10679
GQ868621.1	10678
GQ868620.1	10663
GQ868619.1	10690
GQ868618.1	10684
GQ868615.1	10684
GQ868614.1	10684
GQ868613.1	10679
GQ868612.1	10690
GQ868611.1	10690
GQ868610.1	10690
GQ868609.1	10690
GQ868608.1	10690
GQ868607.1	10690
GQ868606.1	10690
GQ868605.1	10690
GQ868604.1	10679
GQ868603.1	10666
GQ868602.1	10677
GQ868601.1	10690
GQ868600.1	10636
GQ868599.1	10668
GQ868598.1	10678
GQ868597.1	10678
GQ868596.1	10667
GQ868595.1	10678
GQ868594.1	10607
GQ868593.1	10663
GQ868592.1	10667
GQ868591.1	10678
GQ868590.1	10668
GQ868589.1	10668
GQ868588.1	10667
GQ868587.1	10663
GQ868586.1	10663
GQ868551.1	10639
GQ868550.1	10669
